iter	Logloss
466	0.2679849512
467	0.2679516652
468	0.267898541
469	0.2677368497
470	0.2677013553
471	0.2676234186
472	0.2675761502
473	0.2674969778
474	0.267470764
475	0.2674197324
476	0.2673650077
477	0.2673247063
478	0.2672881004
479	0.2672418829
480	0.2672199675
481	0.2670646178
482	0.2670221495
483	0.2669723573
484	0.2669363091
485	0.266920798
486	0.2668888187
487	0.2668481498
488	0.2667891539
489	0.2666938985
490	0.2666496801
491	0.2665996376
492	0.2665715265
493	0.2665384877
494	0.266376843
495	0.2663307333
496	0.2663055916
497	0.2662637775
498	0.2662378728
499	0.2661699786
500	0.2661431042
501	0.2661177291
502	0.2660682682
503	0.2660201428
504	0.2659781615
505	0.2659126299
506	0.2658467235
507	0.2658338186
508	0.2657881724
509	0.2657654104
510	0.26571659
511	0.2656987013
512	0.2656735635
513	0.2656246803
514	0.2655401474
515	0.2655085148
516	0.2654272331
517	0.2654045357
518	0.2653335424
519	0.2652238816
520	0.2651828558
521	0.2650811297
522	0.2650478368
523	0.2650134396
524	0.2649998247
525	0.2649640225
526	0.2649316251
527	0.2648718749
528	0.2648315325
529	0.2647544315
530	0.264725757
531	0.2646307576
532	0.2645713929
533	0.2645394433
534	0.2645156852
535	0.2644886107
536	0.2644548845
537	0.264397281
538	0.2643717565
539	0.264309926
540	0.2642972299
541	0.2642588081
542	0.2641978466
543	0.264171607
544	0.2641388816
545	0.2641131006
546	0.2640824756
547	0.2640316236
548	0.2640126369
549	0.2639321088
550	0.2638964549
551	0.2638881133
552	0.2638545434
553	0.2638277809
554	0.2637875203
555	0.2637504794
556	0.2636921076
557	0.2636691435
558	0.2635821458
559	0.2635543808
560	0.2634924777
561	0.2634271744
562	0.2633979314
563	0.2633487491
564	0.2633243518
565	0.2632924735
566	0.2632805852
567	0.2632532465
568	0.263217931
569	0.263177107
570	0.2631396428
571	0.2631094583
572	0.2630484665
573	0.2630265238
574	0.2629963021
575	0.2629455211
576	0.2628906777
577	0.2628762828
578	0.2628568503
579	0.2628454282
580	0.2628221846
581	0.2627729108
582	0.262727985
583	0.2626738152
584	0.2626378508
585	0.2625684118
586	0.2625056697
587	0.2624676877
588	0.2624569086
589	0.262442002
590	0.262407293
591	0.2623788059
592	0.2623165796
593	0.2622769965
594	0.2622581615
595	0.262246962
596	0.2621650001
597	0.2621319923
598	0.2620628884
599	0.2620088477
600	0.2619796635
601	0.2619070659
602	0.261859974
603	0.2618525743
604	0.2618102928
605	0.2617767282
606	0.2617477345
607	0.2617016966
608	0.2616761716
609	0.2616691326
610	0.261647614
611	0.2616192627
612	0.2615766921
613	0.261480174
614	0.2614636306
615	0.2613932098
616	0.2613412876
617	0.2613277315
618	0.2612988619
619	0.2612247002
620	0.2611881868
621	0.2611651885
622	0.2611256899
623	0.2610922233
624	0.2610620747
625	0.2610117594
626	0.2609832418
627	0.2609439388
628	0.2609149377
629	0.2608561996
630	0.2608098664
631	0.260787061
632	0.2607589903
633	0.2607115077
634	0.2606859991
635	0.2606471117
636	0.2606169366
637	0.2605528857
638	0.2605318243
639	0.260493087
640	0.2604668246
641	0.2604109727
642	0.2603758638
643	0.2603501089
644	0.2603218294
645	0.2602511785
646	0.2602212029
647	0.2601786719
648	0.260141454
649	0.2601081868
650	0.2600541659
651	0.2600219043
652	0.259993165
653	0.2599691641
654	0.259932429
655	0.2599153151
656	0.2599021063
657	0.2598822848
658	0.2598521878
659	0.2598005324
660	0.2597800365
661	0.259746831
662	0.2597376392
663	0.2597157051
664	0.2596679976
665	0.2596377139
666	0.2596076974
667	0.2595997745
668	0.2595743959
669	0.2595556046
670	0.2595301107
671	0.2594841268
672	0.2594285913
673	0.2594154762
674	0.259382911
675	0.2593542866
676	0.259327793
677	0.2592803161
678	0.2592639566
679	0.259219986
680	0.2591766655
681	0.2591543264
682	0.2591424082
683	0.2591308251
684	0.2590971538
685	0.259069334
686	0.2590480842
687	0.2589959226
688	0.2589847676
689	0.258937257
690	0.258886646
691	0.2588679217
692	0.2588369565
693	0.2588024227
694	0.2587694743
695	0.2587386375
696	0.258708437
697	0.2586602236
698	0.2586349002
699	0.258611512
700	0.258584028
701	0.2585446887
702	0.2585339232
703	0.2584969994
704	0.2584203568
705	0.2584094328
706	0.2583991429
707	0.2583700984
708	0.2583182276
709	0.2582676299
710	0.2582246209
711	0.2581665137
712	0.2581313205
713	0.2580855794
714	0.2580809005
715	0.258036795
716	0.258015929
717	0.2579944934
718	0.2579769008
719	0.2579509872
720	0.2578859027
721	0.2578314812
722	0.2578260442
723	0.2577887514
724	0.2577534885
725	0.2577423013
726	0.2576985461
727	0.2576511898
728	0.2576019179
729	0.2575741918
730	0.2575404654
731	0.2575175078
732	0.257472206
733	0.2574042704
734	0.2573706165
735	0.257365526
736	0.2573332283
737	0.2572991078
738	0.2572355653
739	0.2572034437
740	0.257174082
741	0.2571457849
742	0.2571026979
743	0.2570636893
744	0.2570255893
745	0.2569892866
746	0.2569137009
747	0.2568602073
748	0.2568279664
749	0.2567882074
750	0.2567484487
751	0.2566808427
752	0.2566408271
753	0.2566212352
754	0.2566102117
755	0.2565535577
756	0.2565068535
757	0.2564559758
758	0.2563985642
759	0.2563731806
760	0.2563632033
761	0.2563271256
762	0.2563169401
763	0.25629945
764	0.2562662373
765	0.2562476494
766	0.2562389612
767	0.256175736
768	0.2561377495
769	0.2560834227
770	0.2560586824
771	0.2560264051
772	0.2559737147
773	0.2559451042
774	0.2558717129
775	0.2558546462
776	0.255814324
777	0.2557682128
778	0.2557581322
779	0.2557279365
780	0.2557031136
781	0.2556495479
782	0.25563892
783	0.2556048029
784	0.2555710694
785	0.2554969751
786	0.2554857832
787	0.2554684243
788	0.2554400607
789	0.2554127181
790	0.2553679612
791	0.2553287338
792	0.2552820077
793	0.2552606948
794	0.255249946
795	0.2552126963
796	0.255204901
797	0.2551776537
798	0.2551371338
799	0.2550951996
800	0.255067008
801	0.2550351616
802	0.2550076563
803	0.2549573136
804	0.2548774212
805	0.2548464323
806	0.2548218031
807	0.2547765035
808	0.254753945
809	0.2547113558
810	0.2546811165
811	0.2546503805
812	0.2545853107
813	0.254572989
814	0.2545411211
815	0.2544855507
816	0.2544545001
817	0.2544213495
818	0.2543731922
819	0.254347383
820	0.2543221769
821	0.2542964142
822	0.2542458146
823	0.2542320222
824	0.25419599
825	0.2541737008
826	0.2541532979
827	0.2541064563
828	0.2540845179
829	0.2540557275
830	0.2540172136
831	0.2539805702
832	0.2539449055
833	0.2539108529
834	0.2538597065
835	0.253826815
836	0.2537996286
837	0.2537718125
838	0.2537516807
839	0.2537267827
840	0.2536729263
841	0.2536401146
842	0.2536026265
843	0.2535775976
844	0.2535485129
845	0.2535142735
846	0.2534918605
847	0.253465926
848	0.2534459284
849	0.2534058408
850	0.2533738588
851	0.2533312249
852	0.2532837087
853	0.2532592317
854	0.2532289467
855	0.2531885267
856	0.2531387908
857	0.2530869928
858	0.2530567038
859	0.2530057309
860	0.252978845
861	0.2529476058
862	0.2528902566
863	0.2528544369
864	0.2528382795
865	0.2527854216
866	0.2527356566
867	0.2527101217
868	0.2526915588
869	0.2526602314
870	0.2526336103
871	0.2525649616
872	0.2525285243
873	0.2525034101
874	0.2524718816
875	0.2524492963
876	0.2524062595
877	0.2523448477
878	0.2522974843
879	0.2522829644
880	0.2522480997
881	0.2522395335
882	0.2521921978
883	0.2521613114
884	0.2521412439
885	0.2521177701
886	0.2520888502
887	0.2520651562
888	0.252045788
889	0.2520058724
890	0.2519909696
891	0.2519373632
892	0.2519172928
893	0.2518748331
894	0.2518521337
895	0.2518049052
896	0.2517751328
897	0.2517489806
898	0.2516818566
899	0.2516371851
900	0.2516324185
901	0.2515940419
902	0.2515775704
903	0.2515255638
904	0.2515013733
905	0.2514577079
906	0.2514210918
907	0.2513832356
908	0.2513544348
909	0.2512847573
910	0.2512626343
911	0.2512356272
912	0.2512030698
913	0.2511716841
914	0.2511389704
915	0.2511300447
916	0.2510749536
917	0.2510364624
918	0.2510149274
919	0.2509795415
920	0.2509565633
921	0.2509281266
922	0.2508923469
923	0.2508770744
924	0.2508252479
925	0.2508102612
926	0.2507447009
927	0.2507240208
928	0.250678587
929	0.2506470939
930	0.2506174057
931	0.2505476626
932	0.2505175971
933	0.250479088
934	0.2504669497
935	0.2504473198
936	0.2504230872
937	0.2503621124
938	0.2503318405
939	0.2502834867
940	0.2502518427
941	0.2502360487
942	0.2502069553
943	0.2501900851
944	0.2501706056
945	0.2501193804
946	0.2500850043
947	0.2500643988
948	0.2500323007
949	0.2500198211
950	0.2500067083
951	0.25000278
952	0.2499581209
953	0.2499246369
954	0.2498977333
955	0.249861932
956	0.2498545182
957	0.2498200102
958	0.2497887894
959	0.2497553819
960	0.2497410166
961	0.2497093562
962	0.2496687226
963	0.249616897
964	0.249573
965	0.2495246145
966	0.2494798516
967	0.2494672862
968	0.2494486582
969	0.2494072952
970	0.2493715692
971	0.2493295533
972	0.2492814189
973	0.2492441022
974	0.2492281626
975	0.2491885007
976	0.2491634026
977	0.2491393039
978	0.2491234244
979	0.2490992303
980	0.2490848368
981	0.2490505693
982	0.2490124374
983	0.2489763961
984	0.2489331621
985	0.2489123611
986	0.2488807017
987	0.2488222301
988	0.24880353
989	0.2487687884
990	0.2487494179
991	0.2487150355
992	0.2487106785
993	0.2486929747
994	0.2486550926
995	0.2486395352
996	0.2486000559
997	0.2485706347
998	0.2485473387
999	0.2485237671
